TRI_FACILITY_ID,REGION,FAC_LONGITUDE,FAC_LATITUDE
7110WTXSHR11BRA,6,,
48601GMCSG3900H,5,835300,432430
67209CHNCP4219I,7,972540,374030
46565LKPRK75MID,5,0,0
3008WTCKRR221MN,4,0,0
6766WSNRGY13E15,7,,
6833WCRTRD132W1,7,,
8504WHLLWM62S65,9,,
9884WMWYNT1333P,10,0,0
60632RNNC04831S,5,0,0
48161DTRTD3500E,5,832044,415337
3680WGLDNS481NC,4,,
7611WPLNTS54THE,6,,
3830WPRNGL136HI,4,0,0
91730RLNLC9433H,9,1173230,340500
8000WMRTNM54FEN,8,0,0
5960WHLNXX312HI,8,,
0633WCNTRB44BAT,1,,
55121SFTYK3227T,5,931133,445136
6175WVCNPR4399W,5,,
4372WPTBLN682MA,5,0,0
4626WHRTLN4635W,5,,
4036WNNSPN129CL,4,,
3010WTHMSC3NEWM,4,,
1305WCRRST64CAR,2,,
33178SFTYK8755N,4,802029,255138
1109WSCKNG28HEN,2,,
3687WPHNXL4CUTR,4,,
32934MNMNC3900D,4,804136,280826
0079WMCRSFPR3KM,2,,
7300WGRRTT1338C,6,,
9301WNVMRN12BST,9,,
7666WSHRVC211IN,6,0,0
16801TRSTC2820E,3,774805,404943
3277WTTNFL4393L,4,,
7695WMLTCH1522N,6,,
7872WMCHLN2MICH,6,,
5302WBRDLYN16W1,5,,
21017NWNGC4611M,3,,
7701WGRNSP1369I,6,0,0
2962WMCHLN1BIBW,4,,
5600WMTNST34LUN,5,,
9505WGRNTC38BAS,9,,
15063KZCHMRD2BO,3,795505,401110
47201MCLMN6875S,5,855712,390810
4816WNWBST19155,5,,
5356WRCKWL8155F,5,,
7624WGNSVL518ES,6,,
4504WTMSNT181CR,5,0,0
3347WSKRSK179BE,4,,
1740WMNSHP3GRUM,3,,
3011WTRDNT1JERR,4,,
0096WHDSNT869KM,2,,
9237WRLTPL261NA,9,,
30673WLKSW216BU,4,824534,334309
7270WDLTGR3115W,6,,
3011WTHMSC19HIC,4,,
6580WNGNRD1749E,7,,
1030WDMNDC118GR,2,,
7570WHLNDD2NFUL,6,,
2641WCSCPN178RI,3,,
4675WCRRKN25MAR,5,0,0
30241LFRGL116SW,4,0,0
3054WTHMSC396TH,4,,
6330WWLDNS731SH,7,,
3053WTRCHT1249C,4,,
7313WHLLBR6917S,6,,
4464WCMPBL65SUT,5,,
3106WNTRFR93JER,4,,
1508WWRLDW6THCE,3,,
1556WCHMST166CM,3,,
6061WZNGRD1818E,5,,
4036WCSTMF59CUS,4,0,0
7707WCLCKS621LC,6,,
5927WNLCCM256SL,8,,
7501WCPPLL18EBE,6,,
9330WSTHVL159SU,9,,
5308WCRNCX3411B,5,0,0
7211WNSRVX283VA,6,,
6784WMLTCH356WJ,7,,
9215WLDCST2735C,9,,
6721WCYBRT4747S,7,,
2618WKRRYM848DU,3,,
3805WVSMMP3348F,4,,
1784WRCHTC3369P,3,,
7835WDWKNS5431H,6,,
3780WSMKYM444CN,4,,
3014WTHMSC951DU,4,,
60445CRWNC471W1,5,,
7936WTHMSP1891U,6,,
7275WGCCRG25WHU,6,,
4051WKYLCM152WH,4,,
54904BMSFL2450B,5,883520,435941
46360TRPLX1500E,5,0,0
9278WNTRPL2961D,9,,
7956WTHMSP753SC,6,,
3044WCRBCR3888C,4,,
7706WTRLLB13827,6,,
2834WLTCRT299IN,4,,
54220MNTWC2110S,5,874051,440422
7404WNSFLM2158N,6,,
55337RSMNT14300,5,931840,444437
1993WSMMNS8141S,3,,
9024WNRTHRNEHRN,9,,
7052WDDWLD91USH,6,,
30213PRXTC500BO,4,843537,333315
4601WNTNDR7625S,5,,
7122WDGFDS5827A,6,,
00705TRCSNRD14K,2,0,0
7511WPLYGR411SI,6,,
9701WSFWYN168SE,10,,
7309WNLCCMINDUS,6,0,0
3306WHRBGR1381S,4,,
54961HLLSHCOUNT,5,884401,442220
8410WBFRDG515CL,8,,
1740WCMCRB177TH,3,,
7601WRLNGTNWCRN,6,,
40403HYSTRPOBOX,4,841809,373605
65301MSSRP1200E,7,0,0
2967WTRNST79AUG,4,,
1850WQDRNT1LAUR,3,,
30553CRRYN101JO,4,830621,342526
4413WFLKBM645CC,5,,
7560WTXPRT2899E,6,,
20892NTNLN9000R,3,770603,390000
47130GTWYG1117B,5,381939,850447
2314WHRTGC2353L,3,,
4413WLLTYP769BN,5,,
9990WCRWLY9STED,10,,
8405WHRVST95NFX,8,,
17055RLSTN6509B,3,770005,401353
7811WNVRSL1578A,6,,
6806WMDWST481NR,7,,
4651WLPPRT57912,5,,
44833VLNTC515NO,5,824639,404420
4354WCRSNN1675I,5,,
77078GLCRD10538,6,951449,294854
38926THMSWEASTS,4,894523,334135
6304WFMSPP13757,7,,
97333VNTGL1551S,10,1231530,443310
2965WCNCRT37GEN,4,,
3072WSHRKG13VET,4,,
42101CLTND1801R,4,862804,365858
8513WFLRNC1575W,9,,
36653CBGGYGEIGY,4,875800,311500
7757WRLQDL1145W,6,,
47201KMCCR6345S,5,855658,390859
3292WLHGHH575CA,4,,
1860WMXFRD237MI,3,,
5032WPHLLP45VAN,7,,
48316FRCTM6226M,5,,
35572GRYSN505CO,4,871910,341629
8263WDGLSW132WY,8,,
46706TWRTM801W1,5,850358,412144
6526WSPRTN251LA,7,,
3683WRDYMX12LEE,4,,
14702JMSTW105WA,2,791313,420505
37066HGNSC810ST,4,862528,362223
3856WSHRKG165SP,4,,
55066SBFTTBENCH,5,923409,443246
92316TLSPC2803I,9,1172222,340303
7012WLMWND138LD,6,,
8500WLDCST344AS,9,,
2820WTHMSC371NG,4,,
3012WRDYMX415IN,4,,
9730WLDCST132CA,10,,
22734LDDMN1219L,3,,
8940WDCNCR2RICC,9,,
3716WKSNRT2SAMG,4,,
7112WPGHLB535FL,6,,
3217WRMNDB35WES,4,,
3225WCRCNC11EWP,4,,
4626WSTRLN7973A,5,,
6721WHRCRS2914S,7,,
61201RCKSL1321S,5,,
7411WTLSCN165N1,6,,
5537WKDNRG9753R,5,,
6721WTCTRS5545M,7,,
3653WBYCNC9138C,4,,
37352JCKDNHIGHW,4,862205,351706
0863WNDRRM15ENT,2,,
6609WHRZGC13RSE,7,,
5021WMCHLF11DEL,7,,
3002WGRNTP1LEGG,4,,
7813WLSRPL3567I,6,,
4411WVSSND2168W,5,,
4232WWSTRN482KI,4,,
0076WLNRCVRAD3K,2,,
29445LMXFSHIGHW,4,800300,330200
5880WHLLBR42HAL,8,,
4620WMTKCN125RE,5,,
97124QLTYP21420,10,0,0
77705CLNLT15651,6,935830,295830
4811WFRTCH76KEN,5,,
9735WWDDLC3934X,10,,
7565WSBBQP126NF,6,,
8091WSCHMD2635D,8,,
5860WHLLBR27134,8,,
58102GGRGT15AGG,8,,
1277WMTLLZ9INDU,2,,
6813WPPLLN188S1,7,,
9783WMRCNR8183H,10,,
7873WCNTXM976SH,6,,
9233WSMXXX14578,9,,
9707WWDBRN16538,10,,
22815WMPLRRTE42,3,784801,383612
5475WPHLLP412RE,5,,
0640WBLKSLRUTE1,1,,
7608WPWRSR146VI,6,,
3383WLGHMN36CR5,4,,
1448WRGSSP2CLER,2,,
9280WVSYST314EA,9,,
3018WPRNTP285AN,4,0,0
4843WCRTVF555FE,5,,
2953WDWKNS111WF,4,,
2618WHNMTR1HINW,3,,
9453WJBLNC45TEC,9,,
6306WSMTHF2MIDW,7,,
7460WVNSSS322N1,6,0,0
30058TRJNB5194M,4,841039,334204
43570TRNTY6AKST,5,,
9003WNDZNG5222A,9,,
47112VNTFB3430C,5,860803,381452
50021RGSNR41SEC,7,933424,414341
14423JNSCH100SU,2,775049,425841
30246WNFGR251HO,4,0,0
4307WWDMNN7WEST,5,,
1640WCRRYF26WWA,3,,
17754CHMCTRD3BO,3,765637,411440
70458CPTLSUS11H,6,894430,301830
50450NVRSL202NE,7,933030,432500
92173HNYWL2055D,9,1165825,323345
46825PYRMT5211I,5,850855,410736
1820WPLYGL555AK,3,0,0
94565HSNCX1251L,9,1215115,380105
75060SCHNM111NN,6,965603,324851
63147HRMNN4050N,7,901145,384007
02368MDSTT92YOR,1,710500,421115
32096CCDNTSTATE,4,824330,302510
5430WMCRST8BAYB,5,,
9831WBRMRT843BA,10,,
35570RVRBR400RI,4,874044,341547
36010BRNDD214NA,4,854848,314021
50801FNSTLUSROU,7,942026,410300
48089DRMTC11350,5,,
64130PLPRD4827C,7,943140,390213
19134NPRND2925W,3,750544,395902
21224THNTDBALTI,3,763345,391730
60031GLLGH3966M,5,875335,422304
7867WCNTMP41FM1,6,,
8943WDCNCR6S21S,9,,
7207WNTNLC39NCT,6,0,0
55060CRWNC2929W,5,931345,440500
49424MTLFL11694,5,860412,424839
52556PLXCX1806W,7,915902,410048
5948WBGSKY13786,8,,
5004WJHNSN318NE,7,,
5047WWLDRM412NP,7,0,0
85009WSTRN2016W,9,1120609,332718
25530KNVCH21STB,3,823506,382425
65453BRKPR16MID,7,912340,380308
77507DPNTD9701B,6,950334,293707
1460WNTNWD1444E,2,,
97140CFFLK12TNQ,10,0,0
56542LNDLK710W1,5,954538,473450
48858THDLF980SO,5,0,0
7815WCMXCN5FARM,6,,
2940WTHRBN213NH,4,,
8504WCLPRT8299W,9,,
8700WMRCNG1NHIL,6,,
8526WFNTNH1316H,9,0,0
71914MDMRC847BL,6,930720,343125
46992LMTCH305DI,5,854951,405245
5057WRMBRN14194,7,,
30316LFRGG885GL,4,842132,334421
4993WBRTNN126WA,5,901018,462718
48040MLLRB2409W,5,822856,425309
75040RRWFB11EWA,6,,
77032NDRSY1662C,6,,
3260WGNSVL924SU,4,,
10962NCPKP2NICE,2,735632,410251
9577WMSFRW1485T,9,,
92705GMNND2311S,9,0,0
06483MCRBR4PROG,1,730150,412410
3582WLGLCT21JAM,4,,
61550MRTNM1021W,5,892900,403530
80301DTRCH5601N,8,1051100,400400
60007FPMHT1501S,5,875808,420013
95203MRBLP711SS,9,1211709,375645
1806WSTLMN345BA,3,0,0
3950WBYCNC14312,4,0,0
49068PRGRS507IN,5,845752,421635
1952WBLKCH72FEI,3,,
99686PTRST25MIL,10,0,0
3860WMMCMT449HW,4,,
3036WSNNCH2684P,4,,
85210MSFLL1111S,9,1114950,332338
30188NTLMR304BE,4,843045,340730
44838CSTMH771CO,5,821630,404615
26354RXHDNCOUNT,3,800309,392155
26601PPLCHOLDFA,3,804134,383914
32810TDRLV591BE,4,0,0
56058LSRCH719NO,5,935500,442800
7825WCMXCN857GR,6,,
91605MRCHC13222,9,1182515,341228
57005TLSHY7ERED,8,,
3885WRLLFR3CUNT,4,,
1568WBPNCS162IB,3,0,0
77002TXSCL1300B,6,952200,294546
77856SNDRSHWY79,6,0,0
22601MCFMPROUTE,3,780824,391247
3886WMMCMT977EU,4,,
76140MDLND4800E,6,971453,323902
60510PMRCG125FL,5,,
56001HBBRD20153,5,935938,441140
84056SRFRC7274W,8,1115947,410812
2750WFDRLCLDNCH,4,0,0
46808DRLBR4611D,5,850926,410712
53581SCHRB211BH,5,,
37643YMNCT100MC,4,821200,362000
33004DSKYM110NB,4,800953,260313
8405WDTCHN8EUNI,8,0,0
47588CNSLDEIGHT,5,864804,380018
03839TXTLTGEORG,1,705810,431612
36201FMCCR2101W,4,854932,334423
95205SNTCN6828E,9,1211249,375954
46515LJHNS2100S,5,855707,413959
63936WWWDP1182L,7,900609,364727
85714KRMNT4231S,9,1105656,320815
53132GNRLT4700I,5,875837,425147
65571CRGNDCORDJ,7,913838,371212
61244MTKTC30155,5,902441,413138
47229CRRWR1002I,5,855100,384730
08691WBTCH108NG,2,743731,401226
75062SPLTN2215C,6,,
66105STNLY511OS,7,943717,390504
2858WTRYND182IN,4,0,0
5513WMTRMN465KE,5,0,0
45845TLNGT100EN,5,842227,402022
91761LGGTT1050S,9,1173342,340148
38126FRRLL221EC,4,900313,350759
53589STGHT416SA,5,891202,425435
68902GPCRN2801E,7,982025,403533
15104PCMTL11TAL,3,795233,402424
9050WTLDYN11KNX,9,,
45502DLFRS600BE,5,834309,395434
93960VLDDD32655,9,1212110,362720
01801CNNSS17PRE,1,710832,423123
36522GLFCSSOUTH,4,881323,313331
45505RMLYF195EL,5,834710,395338
60434GLVNZ625MI,5,880352,413010
61656NRRHN6718W,5,894156,404119
33458MPCCN1440W,4,870700,265600
48239ZBRTN26500,5,831711,422234
46360MRCNC1800E,5,0,0
68524TRCNN4000N,7,964700,405100
31742CRGLL715NO,4,842654,314655
35031TYSNFHIGHW,4,863448,340318
46516LPHSY5120B,5,855329,414140
14489FNGRLCOLER,2,765747,430312
37075BTTYM324FR,4,0,0
38113HRCRS1585H,4,0,0
3760WLMTXX167RW,4,,
1673WLLGHN11LIN,3,,
60455VNNRM9615S,5,874828,414300
34622DYNMT14000,4,824205,275404
4697WGRSSM714WA,5,,
47265NRTHVHWY75,5,853722,390228
37818CHRKWSPRIN,4,825709,361104
6051WDSCNT1789H,5,,
33830SNBLTHWY17,4,814658,275730
24523SMTHMPOBOX,3,793801,370946
68788BPNCXHIGHW,7,964224,414800
38301MSTNC355JA,4,,
39181WRNGL431PO,4,905313,322324
4655WSMRTL768CR,5,,
7163WLVRRS141MA,6,,
75247PCTXS4525L,6,965332,324839
93308BKRPT5135B,9,1190307,352357
99220SPKNSBUILD,10,1171053,474136
39577DSTTR941SM,4,891000,305050
35674GLDNPHWY72,4,874802,344342
49518CNTRY2555B,5,854021,425504
78112DLTDS8246S,6,981939,291509
91746SNCPR166NB,9,1175943,340306
35016DNCRPPOBOX,4,862830,341915
50536GPRCS47393,7,943915,430600
48917BWRFL6111W,5,843751,424236
23703CRNYS4501C,3,762145,365431
7750WRLQDL11777,6,,
5431WLTTLR297WA,5,,
1704WXCLHM1642S,3,,
30601SBRDF898BA,4,832314,335822
41042SWCNC8029D,4,843710,385840
91406NHSRB15800,9,1182849,341310
50554GLDST603HW,7,945151,425035
08857MDSNNOLDWA,2,741944,402601
15061NFMNT1729P,3,801621,404136
61350BRGWRCANAL,5,0,0
38663BLTRT16310,4,,
63357WRCMN1401H,7,910149,383812
2968WCNCRT1438L,4,,
13905MTKRS33LEW,2,755551,420654
30265KSNND57AML,4,844429,332427
21801PRDNCROUTE,3,753623,382158
17046CRGLL320N1,3,762625,402032
80550CRSTR2HWAR,8,,
18634RLLYP130AL,3,763000,411045
44904HSTTM345SO,5,823438,404011
85307PRKRH7777N,9,1121654,333247
53222BRGGS3300N,5,880330,430445
02860CLYNC50EST,1,712330,415130
76179MSTRP6901B,6,971914,324331
40510SMCNS1801O,4,843436,380348
55308LBRTY13500,5,935230,452300
9110WPSDNP142NL,9,,
66111FRMLN6833G,7,943737,390706
29841RQHRT100UR,4,815441,332602
95828CRTLD59008,9,1212233,383104
50501NTDST2110P,7,940841,422909
4472WTHTMK45MTP,5,,
71852TYSNF100EC,6,935039,335441
1448WMDLND3CLER,2,,
35806NGLHR9800K,4,864459,343934
92335SPCLT15310,9,1172800,340600
6330WDGRPH1MISS,7,,
16601PNNJC4601C,3,0,0
44662BTZLB2118R,5,812413,402716
2827WCMMRC1337J,4,,
01453LPHWR128TO,1,714445,423257
44087SMLST1400E,5,812810,411735
40210ZCHMX1314S,4,854628,381358
24153KPPRSRT460,3,800745,371625
42276RCKWLHWY68,4,865407,365048
8001WMRTNM2765E,8,,
13642CLLTS4921R,2,,
3521WSHRMN12PIN,4,,
68601FLXCN2021E,7,971834,412625
48183DTRTD4695W,5,831054,420722
77205SMTHN16740,6,952306,295743
4406WCPLYM947PI,5,,
52361KNZMNI80AT,7,920303,414141
35217LLWRT500ME,4,864617,333539
7268WRYLKN724MA,6,,
48817MCHGN3820S,5,840522,425930
1810WNTRNT426SA,3,,
92069SMTML915AR,9,1171057,330838
1585WSNTRT31STA,3,,
7442WCMPGRPBX29,6,,
2827WNCHMC12345,4,,
28610CMMSC3642U,4,810809,354302
77520LDRDN8490W,6,945531,294521
4679WLPPRT299PB,5,,
75212CMTST4846S,6,965400,324630
89431LTSPC1225G,9,1194500,393005
11203MRCRY4808F,2,735551,403812
22801GLMRN560ST,3,785304,382556
06708HBBRD563SL,1,730232,413154
46767STRFT101RI,5,0,0
18014MCHLM723BE,3,752322,404154
11354FLSHN12131,2,0,0
80022BYLSG4400E,8,1045555,394830
51449BWMNF313SH,7,944310,421600
17601CNTNN3349H,3,761900,400400
48850PRKRB8790W,5,851552,432609
4541WPRJCT63SAN,5,,
02062TYCLC63NAH,1,711117,421121
5711WCNCRT41ERI,8,,
99302BPNCXDODDR,10,1185440,460810
5475WMRCNM628TH,5,,
27801MCFBRATLAN,4,0,0
6053WCTSXX4925I,5,,
4639WZNGRD1167I,5,,
0079WMDTRNHC1BX,2,0,0
2945WBNGST9775P,4,,
9212WRBRTS15BLA,9,,
4461WSHRRS692NW,5,,
7611WJMDST545WI,6,,
7770WJMDST3795S,6,,
61360JHNBW524EU,5,0,0
53566SPTCH24511,5,893925,423547
48213PVSTC6500F,5,825937,422348
04974DLTCHKIDDE,1,685250,442756
58554RMHSKHWY18,8,1005305,465205
3001WBRDGS1532I,4,,
3934WLZBYN9482E,4,,
28613HCKRYHIGHW,4,811446,354307
62301TTNWH2701S,5,912211,395654
18914WBCRF4371C,3,751400,401624
60007PNRYC1801E,5,875728,420020
53546SSTCH3330P,5,885836,424040
14901SRFCF215JU,2,764731,420540
81505CLTTT2306H,8,1083730,390553
53027STLCR105ST,5,882200,431800
4410WSTLWR3193I,5,,
4448WSTLWR141PI,5,,
15834MTRCL55PIN,3,781345,413030
36108CRGLL3250F,4,862111,322115
38363KLPKNHWY64,4,880646,354122
91355RMNCX28101,9,0,0
3344WWDGWR93ESU,4,,
3240WPRFRR191E1,4,0,0
3385WWDGWR211SR,4,,
4312WTFTCH221ST,5,,
45241NYRND10700,5,0,0
80907RFLXT4350C,8,1045117,385340
49015RSLRM1551D,5,851739,421955
60645NYLKC6465P,5,874332,415957
46574MDRNDINDUS,5,8629,4127
48188STLTC5501B,5,832909,421557
46307ZNGBR1211E,5,,
07607VCTRS25BRK,2,740415,405409
29154CRSCN43486,4,802250,335103
90505GLBLC23155,9,,
29330SMRST139PR,4,0,0
07105BNJMN134LI,2,740759,404420
92337FRGDM1685B,9,,
2380WMCHNC26317,3,,
62233CNGRNWATER,5,895151,375454
2811WRGSRD58759,4,,
0288WTPCMP373BM,1,0,0
1209WFGSDR1PPRT,2,,
43420STYLC600HA,5,830646,412221
49738WYRHS4111E,5,844122,443532
27893LLNCN237BA,4,0,0
5710WTCCSX34ERI,8,,
5637WCPSTJ8644R,5,,
77530SLRTR1654D,6,,
8522WCPLYM825WB,9,,
98595WSTPR1807N,10,1240618,465417
5318WPRFLF191SP,5,0,0
6060WZNGCH2525A,5,,
7000WBRDWL6825A,6,,
2350WTTNVR2125K,3,,
9176WPMNPL247PM,9,,
9230WDLNTP1223V,9,,
9271WRVNPL1681C,9,,
92394FDRLC13777,9,,
1442WSTRFT35SMA,2,,
1297WFDRLC128LD,2,,
1207WTYLRM16IND,2,0,0
1334WGRNNY178IN,2,,
2941WLLDVT339FU,4,,
2322WMCHNC4481A,3,0,0
42240PPFSTROUTE,4,872726,365025
2311WMCHNC351WA,3,0,0
50058TLLCR1015G,7,943748,455136
58530BNCLL23603,8,1011359,470419
77530WNSCR17310,6,950512,294722
0772WRLPHC1CMME,2,0,0
7601WNPLST61611,6,,
5544WMDVTR14952,5,,
1305WDVNCD6268E,2,,
7615WVSTRC156TR,6,0,0
4903WBLSTH19CLA,5,0,0
6015WMRNGY924SR,5,,
4654WSTRPC56598,5,,
7741WCHMCL855ST,6,,
5308WZNGRDW22N6,5,,
71671PTLTC810WE,6,0,0
6107WZNGRD4896M,5,,
14608PSTTM45FUL,2,773854,431051
6012WLDCST1375G,5,,
63385SPRRH211ED,7,904955,384907
47842LLLLYSTATE,5,872330,394400
5003WCNTRL2143K,7,,
15122SFTYK650NO,3,795322,402312
80127SSCRC10570,8,1050600,393345
9355WGLNRN295WA,9,,
92335TLTYV10650,9,1172800,340415
4650WZNGRD524NB,5,,
54220VNYLP2917D,5,874104,440451
63640HFFYB2055P,7,902706,374536
30004LPRTW1400B,4,841346,340649
3567WNDPND2CPER,4,,
07509CSTML932MA,2,0,0
13904TRPLC349IN,2,754947,420609
3716WSTLTC769FL,4,,
2910WKSWRX9TWIN,4,,
7761WRNWBL651HG,6,,
4406WMRCNM77TYL,5,,
7290WPPLDP54N6T,6,,
3033WBRDDC15LAG,4,,
6680WBLDRS11W4T,7,,
98031HTCLL22626,10,1221333,422353
43137LXTTC215BI,5,,
85226SFTYK6625W,9,,
90222CMXCN2722N,9,,
49036MCRCY267NO,5,850145,415540
83661MRCNF25N6T,10,1165619,440401
53016NTNLL640CO,5,88,43
1703WPPCLB35MIC,3,,
54487LSNPCBUSIN,5,894250,452711
49058HSTNG325NO,5,851655,423905
28402CPNDSHIGHW,4,775843,341849
2614WPRVRN62IND,3,,
2380WPRCNN321BR,3,,
70807XXNCH11675,6,911042,303312
32333CSTLLHIGHW,4,842500,303845
55432KWKFL50473,5,931536,450603
02702PLRDC238SO,1,710627,414557
28631MRCNP407TH,4,811300,354230
53901CLMBNW8385,5,892500,432930
72503RKNSS600LI,6,914443,354745
4651WMCDWL21SUP,5,0,0
3302WJLDNC1369N,4,,
36732GLFSTHIGHW,4,875824,322658
76504VRNNT3100L,6,972112,310759
47620SGCBB8511W,5,0,0
87421SNJNGCOUNT,6,0,0
77583SCHLM14910,6,952615,292210
67202STFFN700EC,7,971952,374138
60627CMSTL13500,5,873734,413852
76010LNSPP120FA,6,970508,324415
5850WKNFRV335RC,8,0,0
42101WLSHD187MI,4,862930,365606
3713WCCDNT19DUP,4,0,0
5960WHLNSN31WYL,8,,
0581WPKNDS2884D,1,,
71654PTLTCHIGHW,6,911411,334227
90509LLDSG2525W,9,1181912,335129
93501NNVTV1347P,9,1180953,350334
29801WNSCRHWY30,4,814116,333237
9343WCLPRT468SA,9,0,0
2318WTNCRP149WA,3,,
93313CHMPN6321D,9,1190424,351847
5880WNLCCM1466B,8,,
7971WNLCCM151WE,6,,
03103PMCCR680HA,1,712642,425849
5204WDYRSV525TH,7,,
42320CRMWL5025H,4,864730,372050
98248MBLLC3901U,10,1224133,484946
72902STHWS4900W,6,942543,352013
21226BRNDN1000B,3,763219,391046
5615WHGHWT245US,5,,
7470WDRNTB335NB,6,,
14513CLCTR105NO,2,770519,430259
41091CGGSTRT338,4,845108,385400
46785VLCRFCTYRD,5,845210,411820
3497WKCHBC3193N,4,,
28164DKNRG6769O,4,810146,352608
43964TMTDV100TI,5,803629,402649
23337SNSGDWALLO,3,0,0
4271WMRKMM575WA,4,,
6300WMRKND1881C,7,,
3209WRGSYL46381,4,0,0
48854SFTYK700ZI,5,842711,423522
46901NDNTR3660N,5,860715,403101
23237BLLWD2001R,3,772510,372320
55107VKNGD355ST,5,930436,445608
21922WLGRS1320A,3,754820,393940
1990WCLPNC45GAR,3,,
3460WRGSSX13251,4,,
24531SRTMR601TI,3,792409,364647
49646CDNGP111WP,5,851030,444425
80301NPRBT4884S,8,1051338,400144
43085WRTHN1085D,5,825918,400645
60658VNLRC4300W,5,874330,414012
15445CSTLLSUMMI,3,794230,395230
61354MRCNNWESTM,5,0,0
11768NRTHPWATER,2,732030,405523
07105NWRKT909DE,2,740726,404228
29108NTRNT3287C,4,813709,341610
06615SCHRM175GA,1,730856,411016
38109STVLL2574P,4,900304,350705
3880WLTCMF212CD,4,0,0
32508NSPNS190RA,4,871752,302550
90001FBRCT724E6,9,1181541,335908
02893NWNGLHAYST,1,713110,414305
38901NWSPRPAPER,4,0,0
30083LDCST4478G,4,841221,334958
7353WDNCNB119SU,6,,
3251WBLWND75SEA,4,,
67013KNSSC508IN,7,971626,372339
37406CHTTN4000A,4,851512,350532
46375MSNMT1049N,5,872811,413013
75091MMCST6800H,6,0,0
53532FRSTN612NS,5,892019,431501
6811WMNRCH22AVE,7,,
30567TDTMT1VALE,4,,
92106SNVYN140SY,9,1171424,324110
10710LCTRN21GRA,2,735206,405830
42701PTCHN1AUTO,4,855417,374030
72601NCHRD300NO,6,930825,361504
37040FLRMS3INTE,4,,
63110KPCTN5137S,7,901624,383642
49946CLTXC200SO,5,0,0
56258MNNST400WE,5,954727,442813
29418RBRTB8101D,4,800558,325420
77293MRCHN4901L,6,951900,295232
20166RBPXXBUILD,3,772556,385641
27712WNRTH4112L,4,785022,360545
27107STRCT1725V,4,0,0
5616WHCKNG15117,5,,
6553WBTTRW264HE,7,,
37129HRTGF1100N,4,862449,355000
35401LKCRP4600S,4,872630,331215
56464SLMNF2612S,5,950555,464400
65808DYCPR2601W,7,931947,370943
12801GLNSF313LO,2,733715,431823
77041BRDNN4494C,6,753134,274757
60007PRFNS2300E,5,875645,415955
02542SRMYNBLDG4,1,,
48214LCNVC580ST,5,825800,422130
18706SFTYK600ST,3,0,0
61104JLCLR2300S,5,890452,421422
56082LMCRF315WS,5,935719,442026
21157GRFFT732SP,3,770048,393310
12832TLSCPCHURC,2,731538,432358
35115SMNTMPOBOX,4,865404,330343
60131SLNVL10500,5,875321,415707
3705WDLTLD187WA,4,,
3768WSFTYK317IN,4,,
2140WSMNNP223IN,3,,
7751WNSLGM15916,6,,
17088PLNNFROUTE,3,763005,403022
91746MCLNC420SO,9,1175856,340156
50648BRTCH12301,7,920325,422821
90505BCHMN3132K,9,1182015,334805
36582MBLPN4775H,4,880908,303316
7516WBGTXT2975U,6,,
27107CRNPR4501O,4,0,0
33880VLDFR10006,4,814352,280052
30650GRGPC4891M,4,832530,333651
54143WNSRT2645I,5,873839,450503
08817CLNLW85NAT,2,,
24153TCTNP5415C,3,,
14020CHPNX700EL,2,781001,430109
00694HRVYHRD686,2,0,0
46224NNCRB1500P,5,861415,394700
53223HYDRT7300W,5,880007,430952
48917GNRLM85REL,5,,
9921WGNRLD12825,10,0,0
14692PFDLR1000W,2,0,0
91748NDLXW18111,9,0,0
6680WMPRPT841GR,7,0,0
01038LSCHT59DWI,1,723749,422151
4412WPRSRT715BE,5,,
46402SSGRYONENO,5,871845,413700
15225NVLLC2800N,3,800557,403010
60638GMTHS6100S,5,874900,414700
93715WLBRL2903S,9,1194514,364141
02745RTHTC699TA,1,705624,414044
94952SCSTG599TO,9,1224728,381502
7317WCNTKN55SW3,6,0,0
92138NTNLSHARBO,9,1170810,324117
55435FLMTC7200O,5,932115,445210
00767YBCSNROUTE,2,0,0
86321CYPRS1MAIN,9,1131410,343514
76131KCHMT600MI,6,0,0
30125KMTTC601CA,4,851634,340005
98682CNTRL395NE,10,1223329,453902
50672PNLKS33371,7,,
8021WBSLTX49RAC,8,,
4521WSLMPB786AN,5,,
0708WKBPRD234ST,2,,
7730WTXNDS116AI,6,,
30207BSTKN1500P,4,840112,333854
55428TCHNC86017,5,932326,450012
31647MCRFLROUTE,4,822728,311324
45638LBRTC3040S,5,823929,383042
82716NLSMP13151,8,1052300,441700
00804VRGNSKRUMB,2,0,0
27420GLBRC7300F,4,795705,360546
31715NGLHRDEPOT,4,842944,304401
14094VNCHL555WE,2,784200,431000
53094SCHMC316HA,5,884316,431102
78725TRCRN6500T,6,973900,301600
53186RTSML1319E,5,881230,430035
08103STTMT941SO,2,750704,395603
68037SHGRVJUNCT,7,960920,410028
38118DLCHM4025A,4,895556,350218
90248NDPND14705,9,1181552,335355
55419GGRGT400W6,5,931705,445334
32256JHNSN75CEN,4,,
3000WHPWLL594GA,4,,
8950WPRTTY492AM,9,,
4783WPPGND2831B,5,,
0803WLFTMF1111R,2,,
97442GRGRY303ME,10,1232514,424439
70522CLMBNHIGHW,6,912717,294057
22824RCCFRRTE42,3,783647,385240
6814WNTRSY9575N,7,,
5120WGCCSH59WES,7,,
30501CRGLL949RI,4,834843,341726
